MLRA	"Ecological site ID"	"Ecological site legacy ID"	Synonym	Legacy	Date
040X	R040XD006CA	R040XD006CA	R031XD006CA	No	2020-08-29
040X	R040XD006CA	R040XD006CA	R031XD006CA	Yes	2020-08-29
040X	R040XD006CA	R040XD006CA	R031XY006CA	No	2022-05-23
040X	R040XD006CA	R040XD006CA	R031XY006CA	Yes	2022-05-23
040X	R040XD007CA	R040XD007CA	R031XY007CA	No	2022-05-23
040X	R040XD007CA	R040XD007CA	R031XY007CA	Yes	2022-05-23
040X	R040XD009CA	R040XD009CA	R031XY009CA	No	2022-05-23
040X	R040XD009CA	R040XD009CA	R031XY009CA	Yes	2022-05-23
040X	R040XD010CA	R040XD010CA	R031XY010CA	No	2022-05-23
040X	R040XD010CA	R040XD010CA	R031XY010CA	Yes	2022-05-23
040X	R040XD011CA	R040XD011CA	R030XY011CA	No	2022-05-23
040X	R040XD011CA	R040XD011CA	R030XY011CA	Yes	2022-05-23
040X	R040XD011CA	R040XD011CA	R031XY011CA	No	2022-05-23
040X	R040XD011CA	R040XD011CA	R031XY011CA	Yes	2022-05-23
040X	R040XD015CA	R040XD015CA	R031XY015CA	No	2022-05-23
040X	R040XD015CA	R040XD015CA	R031XY015CA	Yes	2022-05-23
040X	R040XD017CA	R040XD017CA	R031XY017CA	No	2022-05-23
040X	R040XD017CA	R040XD017CA	R031XY017CA	Yes	2022-05-23
040X	R040XD018CA	R040XD018CA	R031XY018CA	No	2022-05-23
040X	R040XD018CA	R040XD018CA	R031XY018CA	Yes	2022-05-23
040X	R040XD018CA	R040XD018CA	R030XY018CA	No	2022-05-23
040X	R040XD018CA	R040XD018CA	R030XY018CA	Yes	2022-05-23
040X	R040XD019CA	R040XD019CA	R031XD019CA	No	2020-08-30
040X	R040XD019CA	R040XD019CA	R031XD019CA	Yes	2020-08-30
040X	R040XD019CA	R040XD019CA	R031XY019CA	No	2022-05-23
040X	R040XD019CA	R040XD019CA	R031XY019CA	Yes	2022-05-23
040X	R040XD021CA	R040XD021CA	R031XY021CA	No	2022-05-23
040X	R040XD021CA	R040XD021CA	R031XY021CA	Yes	2022-05-23
040X	R040XD022CA	R040XD022CA	R031XY022CA	No	2022-05-23
040X	R040XD022CA	R040XD022CA	R031XY022CA	Yes	2022-05-23
040X	R040XD025CA	R040XD025CA	R031XD025CA	No	2020-08-28
040X	R040XD025CA	R040XD025CA	R031XD025CA	Yes	2020-08-28
040X	R040XD025CA	R040XD025CA	R031XY025CA	No	2022-05-23
040X	R040XD025CA	R040XD025CA	R031XY025CA	Yes	2022-05-23
040X	R040XD026CA	R040XD026CA	R031XD026CA	No	2020-08-30
040X	R040XD026CA	R040XD026CA	R031XD026CA	Yes	2020-08-30
040X	R040XD026CA	R040XD026CA	R031XY026CA	No	2022-05-23
040X	R040XD026CA	R040XD026CA	R031XY026CA	Yes	2022-05-23
040X	R040XD028CA	R040XD028CA	R031XD028CA	No	2020-08-29
040X	R040XD028CA	R040XD028CA	R031XD028CA	Yes	2020-08-29
040X	R040XD028CA	R040XD028CA	R031XY028CA	No	2022-05-23
040X	R040XD028CA	R040XD028CA	R031XY028CA	Yes	2022-05-23
040X	R040XD029CA	R040XD029CA	R031XD029CA	No	2020-08-30
040X	R040XD029CA	R040XD029CA	R031XD029CA	Yes	2020-08-30
040X	R040XD029CA	R040XD029CA	R031XY029CA	No	2022-05-23
040X	R040XD029CA	R040XD029CA	R031XY029CA	Yes	2022-05-23
040X	R040XD030CA	R040XD030CA	R031XY030CA	No	2022-05-23
040X	R040XD030CA	R040XD030CA	R031XY030CA	Yes	2022-05-23
040X	R040XD034CA	R040XD034CA	R031XY034CA	No	2022-05-23
040X	R040XD034CA	R040XD034CA	R031XY034CA	Yes	2022-05-23
040X	R040XD200CA	R040XD200CA	R031XY200CA	No	2022-05-23
040X	R040XD200CA	R040XD200CA	R031XY200CA	Yes	2022-05-23
040X	R040XD201CA	R040XD201CA	R031XY201CA	No	2022-05-23
040X	R040XD201CA	R040XD201CA	R031XY201CA	Yes	2022-05-23
040X	R040XD202CA	R040XD202CA	R031XY202CA	No	2022-05-23
040X	R040XD202CA	R040XD202CA	R031XY202CA	Yes	2022-05-23
040X	R040XD300CA	R040XD300CA	R031XY300CA	No	2022-05-23
040X	R040XD300CA	R040XD300CA	R031XY300CA	Yes	2022-05-23
040X	R040XD901CA	R040XD901CA	R030XD001CA	No	2022-05-23
040X	R040XD901CA	R040XD901CA	R030XD001CA	Yes	2022-05-23
040X	R040XD901CA	R040XD901CA	R031XD001CA	No	2022-05-23
040X	R040XD901CA	R040XD901CA	R031XD001CA	Yes	2022-05-23
040X	R040XD901CA	R040XD901CA	R040XD001CA	No	2022-06-15
040X	R040XD901CA	R040XD901CA	R040XD001CA	Yes	2022-06-15
040X	R040XD902CA	R040XD902CA	R031XD002CA	No	2022-05-23
040X	R040XD902CA	R040XD902CA	R031XD002CA	Yes	2022-05-23
040X	R040XD902CA	R040XD902CA	R030XD002CA	No	2022-05-23
040X	R040XD902CA	R040XD902CA	R030XD002CA	Yes	2022-05-23
040X	R040XD902CA	R040XD902CA	R040XD002CA	No	2022-06-15
040X	R040XD902CA	R040XD902CA	R040XD002CA	Yes	2022-06-15
040X	R040XD906CA	R040XD906CA	R031XD006CA	No	2022-05-23
040X	R040XD906CA	R040XD906CA	R031XD006CA	Yes	2022-05-23
040X	R040XD906CA	R040XD906CA	R030XD006CA	No	2022-05-23
040X	R040XD906CA	R040XD906CA	R030XD006CA	Yes	2022-05-23
040X	R040XD906CA	R040XD906CA	R040XD006CA	No	2022-06-15
040X	R040XD906CA	R040XD906CA	R040XD006CA	Yes	2022-06-15
040X	R040XD915CA	R040XD915CA	R030XD015CA	No	2022-05-23
040X	R040XD915CA	R040XD915CA	R030XD015CA	Yes	2022-05-23
040X	R040XD915CA	R040XD915CA	R031XD015CA	No	2022-05-23
040X	R040XD915CA	R040XD915CA	R031XD015CA	Yes	2022-05-23
040X	R040XD915CA	R040XD915CA	R040XD015CA	No	2022-06-15
040X	R040XD915CA	R040XD915CA	R040XD015CA	Yes	2022-06-15
040X	R040XD925CA	R040XD925CA	R031XD025CA	No	2022-05-23
040X	R040XD925CA	R040XD925CA	R031XD025CA	Yes	2022-05-23
040X	R040XD925CA	R040XD925CA	R030XD025CA	No	2022-05-23
040X	R040XD925CA	R040XD925CA	R030XD025CA	Yes	2022-05-23
040X	R040XD925CA	R040XD925CA	R040XD025CA	No	2022-06-15
040X	R040XD925CA	R040XD925CA	R040XD025CA	Yes	2022-06-15
040X	R040XD926CA	R040XD926CA	R030XD026CA	No	2022-05-23
040X	R040XD926CA	R040XD926CA	R030XD026CA	Yes	2022-05-23
040X	R040XD926CA	R040XD926CA	R031XD026CA	No	2022-05-23
040X	R040XD926CA	R040XD926CA	R031XD026CA	Yes	2022-05-23
040X	R040XD926CA	R040XD926CA	R040XD026CA	Yes	2022-06-15
040X	R040XD926CA	R040XD926CA	R040XD026CA	No	2022-06-15
042A	R042AB263TX	R042AB263TX	R042XG263TX	No	2022-05-23
042A	R042AB263TX	R042AB263TX	R042XG263TX	Yes	2022-05-23
042A	R042AB263TX	R042AB263TX	R042AY263TX	No	2022-07-20
042A	R042AB263TX	R042AB263TX	R042AY263TX	Yes	2022-07-20
042A	R042AB264TX	R042AB264TX	R042XG264TX	No	2022-05-23
042A	R042AB264TX	R042AB264TX	R042XG264TX	Yes	2022-05-23
042A	R042AB264TX	R042AB264TX	R042AY264TX	No	2022-07-20
042A	R042AB264TX	R042AB264TX	R042AY264TX	Yes	2022-07-20
042A	R042AB585TX	R042AB585TX	R042XG585TX	No	2022-05-23
042A	R042AB585TX	R042AB585TX	R042XG585TX	Yes	2022-05-23
042A	R042AB585TX	R042AB585TX	R042AY585TX	No	2022-07-20
042A	R042AB585TX	R042AB585TX	R042AY585TX	Yes	2022-07-20
042A	R042AB586TX	R042AB586TX	R042XG586TX	No	2022-05-23
042A	R042AB586TX	R042AB586TX	R042XG586TX	Yes	2022-05-23
042A	R042AB586TX	R042AB586TX	R042AY586TX	No	2022-07-20
042A	R042AB586TX	R042AB586TX	R042AY586TX	Yes	2022-07-20
042A	R042AB733TX	R042AB733TX	R042XG733TX	No	2022-05-23
042A	R042AB733TX	R042AB733TX	R042XG733TX	Yes	2022-05-23
042A	R042AB733TX	R042AB733TX	R042AY733TX	No	2022-07-20
042A	R042AB733TX	R042AB733TX	R042AY733TX	Yes	2022-07-20
042A	R042AB734TX	R042AB734TX	R042XG734TX	No	2022-05-23
042A	R042AB734TX	R042AB734TX	R042XG734TX	Yes	2022-05-23
042A	R042AB734TX	R042AB734TX	R042AY734TX	No	2022-07-20
042A	R042AB734TX	R042AB734TX	R042AY734TX	Yes	2022-07-20
042A	R042AB735TX	R042AB735TX	R042XG735TX	No	2022-05-23
042A	R042AB735TX	R042AB735TX	R042XG735TX	Yes	2022-05-23
042A	R042AB735TX	R042AB735TX	R042AY735TX	No	2022-07-20
042A	R042AB735TX	R042AB735TX	R042AY735TX	Yes	2022-07-20
042A	R042AB736TX	R042AB736TX	R042XG736TX	No	2022-05-23
042A	R042AB736TX	R042AB736TX	R042XG736TX	Yes	2022-05-23
042A	R042AB736TX	R042AB736TX	R042AY736TX	No	2022-07-20
042A	R042AB736TX	R042AB736TX	R042AY736TX	Yes	2022-07-20
042A	R042AB737TX	R042AB737TX	R042XG737TX	No	2022-05-23
042A	R042AB737TX	R042AB737TX	R042XG737TX	Yes	2022-05-23
042A	R042AB737TX	R042AB737TX	R042AY737TX	No	2022-07-20
042A	R042AB737TX	R042AB737TX	R042AY737TX	Yes	2022-07-20
042A	R042AB738TX	R042AB738TX	R042XG738TX	No	2022-05-23
042A	R042AB738TX	R042AB738TX	R042XG738TX	Yes	2022-05-23
042A	R042AB738TX	R042AB738TX	R042AY738TX	No	2022-07-20
042A	R042AB738TX	R042AB738TX	R042AY738TX	Yes	2022-07-20
042A	R042AB739TX	R042AB739TX	R042XG739TX	No	2022-05-23
042A	R042AB739TX	R042AB739TX	R042XG739TX	Yes	2022-05-23
042A	R042AB739TX	R042AB739TX	R042AY739TX	No	2022-07-20
042A	R042AB739TX	R042AB739TX	R042AY739TX	Yes	2022-07-20
042A	R042AB742TX	R042AB742TX	R042XG742TX	No	2022-05-23
042A	R042AB742TX	R042AB742TX	R042XG742TX	Yes	2022-05-23
042A	R042AB742TX	R042AB742TX	R042AY742TX	No	2022-07-20
042A	R042AB742TX	R042AB742TX	R042AY742TX	Yes	2022-07-20
042A	R042AB747TX	R042AB747TX	R042XG747TX	No	2022-05-23
042A	R042AB747TX	R042AB747TX	R042XG747TX	Yes	2022-05-23
042A	R042AB747TX	R042AB747TX	R042AY747TX	No	2022-07-20
042A	R042AB747TX	R042AB747TX	R042AY747TX	Yes	2022-07-20
042A	R042AC240TX	R042AC240TX	R042XC240TX	No	2022-05-23
042A	R042AC240TX	R042AC240TX	R042XC240TX	Yes	2022-05-23
042A	R042AC240TX	R042AC240TX	R042AY240TX	No	2022-07-06
042A	R042AC240TX	R042AC240TX	R042AY240TX	Yes	2022-07-06
042A	R042AC241TX	R042AC241TX	R042XC241TX	No	2022-05-23
042A	R042AC241TX	R042AC241TX	R042XC241TX	Yes	2022-05-23
042A	R042AC241TX	R042AC241TX	R042AY241TX	No	2022-07-06
042A	R042AC241TX	R042AC241TX	R042AY241TX	Yes	2022-07-06
042A	R042AC242TX	R042AC242TX	R042XC242TX	No	2022-05-23
042A	R042AC242TX	R042AC242TX	R042XC242TX	Yes	2022-05-23
042A	R042AC242TX	R042AC242TX	R042AY242TX	No	2022-07-06
042A	R042AC242TX	R042AC242TX	R042AY242TX	Yes	2022-07-06
042A	R042AC243TX	R042AC243TX	R042XC243TX	No	2022-05-23
042A	R042AC243TX	R042AC243TX	R042XC243TX	Yes	2022-05-23
042A	R042AC243TX	R042AC243TX	R042AY243TX	No	2022-07-06
042A	R042AC243TX	R042AC243TX	R042AY243TX	Yes	2022-07-06
042A	R042AC244TX	R042AC244TX	R042XC244TX	No	2022-05-23
042A	R042AC244TX	R042AC244TX	R042XC244TX	Yes	2022-05-23
042A	R042AC244TX	R042AC244TX	R042AY244TX	No	2022-07-06
042A	R042AC244TX	R042AC244TX	R042AY244TX	Yes	2022-07-06
042A	R042AC247TX	R042AC247TX	R042XC247TX	No	2022-05-23
042A	R042AC247TX	R042AC247TX	R042XC247TX	Yes	2022-05-23
042A	R042AC247TX	R042AC247TX	R042AY247TX	No	2022-07-06
042A	R042AC247TX	R042AC247TX	R042AY247TX	Yes	2022-07-06
042A	R042AC248TX	R042AC248TX	R042XC248TX	No	2022-05-23
042A	R042AC248TX	R042AC248TX	R042XC248TX	Yes	2022-05-23
042A	R042AC248TX	R042AC248TX	R042AY248TX	No	2022-07-06
042A	R042AC248TX	R042AC248TX	R042AY248TX	Yes	2022-07-06
042A	R042AC249TX	R042AC249TX	R042XC249TX	No	2022-05-23
042A	R042AC249TX	R042AC249TX	R042XC249TX	Yes	2022-05-23
042A	R042AC249TX	R042AC249TX	R042AY249TX	No	2022-07-20
042A	R042AC249TX	R042AC249TX	R042AY249TX	Yes	2022-07-20
042A	R042AC250TX	R042AC250TX	R042XC250TX	No	2022-05-23
042A	R042AC250TX	R042AC250TX	R042XC250TX	Yes	2022-05-23
042A	R042AC250TX	R042AC250TX	R042AY250TX	No	2022-07-20
042A	R042AC250TX	R042AC250TX	R042AY250TX	Yes	2022-07-20
042A	R042AC255TX	R042AC255TX	R042XC255TX	No	2022-05-23
042A	R042AC255TX	R042AC255TX	R042XC255TX	Yes	2022-05-23
042A	R042AC255TX	R042AC255TX	R042AY255TX	No	2022-07-20
042A	R042AC255TX	R042AC255TX	R042AY255TX	Yes	2022-07-20
042A	R042AC746TX	R042AC746TX	R042XC746TX	No	2022-05-23
042A	R042AC746TX	R042AC746TX	R042XC746TX	Yes	2022-05-23
042A	R042AC746TX	R042AC746TX	R042AY746TX	No	2022-07-20
042A	R042AC746TX	R042AC746TX	R042AY746TX	Yes	2022-07-20
042A	R042AC748TX	R042AC748TX	R042XC748TX	No	2022-05-23
042A	R042AC748TX	R042AC748TX	R042XC748TX	Yes	2022-05-23
042A	R042AC748TX	R042AC748TX	R042AY748TX	No	2022-07-20
042A	R042AC748TX	R042AC748TX	R042AY748TX	Yes	2022-07-20
042A	R042AC749TX	R042AC749TX	R042XC749TX	No	2022-05-23
042A	R042AC749TX	R042AC749TX	R042XC749TX	Yes	2022-05-23
042A	R042AC749TX	R042AC749TX	R042AY749TX	No	2022-07-20
042A	R042AC749TX	R042AC749TX	R042AY749TX	Yes	2022-07-20
042A	R042AC752TX	R042AC752TX	R042XC752TX	No	2022-05-23
042A	R042AC752TX	R042AC752TX	R042XC752TX	Yes	2022-05-23
042A	R042AC752TX	R042AC752TX	R042AY752TX	No	2022-07-20
042A	R042AC752TX	R042AC752TX	R042AY752TX	Yes	2022-07-20
042A	R042AC756TX	R042AC756TX	R042XC756TX	No	2022-05-23
042A	R042AC756TX	R042AC756TX	R042XC756TX	Yes	2022-05-23
042A	R042AC756TX	R042AC756TX	R042AY756TX	No	2022-07-20
042A	R042AC756TX	R042AC756TX	R042AY756TX	Yes	2022-07-20
042A	R042AC757TX	R042AC757TX	R042XC757TX	No	2022-05-23
042A	R042AC757TX	R042AC757TX	R042XC757TX	Yes	2022-05-23
042A	R042AC757TX	R042AC757TX	R042AY757TX	No	2022-07-20
042A	R042AC757TX	R042AC757TX	R042AY757TX	Yes	2022-07-20
042A	R042AD001NM	R042AD001NM	R042XD001NM	No	2022-05-23
042A	R042AD001NM	R042AD001NM	R042XD001NM	Yes	2022-05-23
042A	R042AD001NM	R042AD001NM	R042AY001NM	No	2022-07-20
042A	R042AD001NM	R042AD001NM	R042AY001NM	Yes	2022-07-20
042A	R042AD002NM	R042AD002NM	R042XD002NM	No	2022-05-23
042A	R042AD002NM	R042AD002NM	R042XD002NM	Yes	2022-05-23
042A	R042AD002NM	R042AD002NM	R042AY002NM	No	2022-07-20
042A	R042AD002NM	R042AD002NM	R042AY002NM	Yes	2022-07-20
042A	R042AD003NM	R042AD003NM	R042XD003NM	No	2022-05-23
042A	R042AD003NM	R042AD003NM	R042XD003NM	Yes	2022-05-23
042A	R042AD003NM	R042AD003NM	R042AY003NM	No	2022-07-20
042A	R042AD003NM	R042AD003NM	R042AY003NM	Yes	2022-07-20
042A	R042AD004NM	R042AD004NM	R042XD004NM	No	2022-05-23
042A	R042AD004NM	R042AD004NM	R042XD004NM	Yes	2022-05-23
042A	R042AD004NM	R042AD004NM	R042AY004NM	No	2022-07-20
042A	R042AD004NM	R042AD004NM	R042AY004NM	Yes	2022-07-20
042A	R042AD005NM	R042AD005NM	R042XD005NM	No	2022-05-23
042A	R042AD005NM	R042AD005NM	R042XD005NM	Yes	2022-05-23
042A	R042AD005NM	R042AD005NM	R042AY005NM	No	2022-07-20
042A	R042AD005NM	R042AD005NM	R042AY005NM	Yes	2022-07-20
042A	R042AD006NM	R042AD006NM	R042XD006NM	No	2022-05-23
042A	R042AD006NM	R042AD006NM	R042XD006NM	Yes	2022-05-23
042A	R042AD006NM	R042AD006NM	R042AY006NM	No	2022-07-20
042A	R042AD006NM	R042AD006NM	R042AY006NM	Yes	2022-07-20
042A	R042AD007NM	R042AD007NM	R042XD007NM	No	2022-05-23
042A	R042AD007NM	R042AD007NM	R042XD007NM	Yes	2022-05-23
042A	R042AD007NM	R042AD007NM	R042AY007NM	No	2022-07-20
042A	R042AD007NM	R042AD007NM	R042AY007NM	Yes	2022-07-20
042A	R042AD008NM	R042AD008NM	R042XD008NM	No	2022-05-23
042A	R042AD008NM	R042AD008NM	R042XD008NM	Yes	2022-05-23
042A	R042AD008NM	R042AD008NM	R042AY008NM	No	2022-07-20
042A	R042AD008NM	R042AD008NM	R042AY008NM	Yes	2022-07-20
042A	R042AD744TX	R042AD744TX	R042XD744TX	No	2022-05-23
042A	R042AD744TX	R042AD744TX	R042XD744TX	Yes	2022-05-23
042A	R042AD744TX	R042AD744TX	R042AY744TX	No	2022-07-20
042A	R042AD744TX	R042AD744TX	R042AY744TX	Yes	2022-07-20
042A	R042AE272TX	R042AE272TX	R042XE272TX	No	2022-05-23
042A	R042AE272TX	R042AE272TX	R042XE272TX	Yes	2022-05-23
042A	R042AE272TX	R042AE272TX	R042AY272TX	No	2022-07-20
042A	R042AE272TX	R042AE272TX	R042AY272TX	Yes	2022-07-20
042A	R042AE273TX	R042AE273TX	R042XE273TX	No	2022-05-23
042A	R042AE273TX	R042AE273TX	R042XE273TX	Yes	2022-05-23
042A	R042AE273TX	R042AE273TX	R042AY273TX	No	2022-07-20
042A	R042AE273TX	R042AE273TX	R042AY273TX	Yes	2022-07-20
042A	R042AE274TX	R042AE274TX	R042XE274TX	No	2022-05-23
042A	R042AE274TX	R042AE274TX	R042XE274TX	Yes	2022-05-23
042A	R042AE274TX	R042AE274TX	R042AY274TX	No	2022-07-20
042A	R042AE274TX	R042AE274TX	R042AY274TX	Yes	2022-07-20
042A	R042AE275TX	R042AE275TX	R042XE275TX	No	2022-05-23
042A	R042AE275TX	R042AE275TX	R042XE275TX	Yes	2022-05-23
042A	R042AE275TX	R042AE275TX	R042AY275TX	No	2022-07-20
042A	R042AE275TX	R042AE275TX	R042AY275TX	Yes	2022-07-20
042A	R042AE277TX	R042AE277TX	R042XE277TX	No	2022-05-23
042A	R042AE277TX	R042AE277TX	R042XE277TX	Yes	2022-05-23
042A	R042AE277TX	R042AE277TX	R042AY277TX	No	2022-07-20
042A	R042AE277TX	R042AE277TX	R042AY277TX	Yes	2022-07-20
042A	R042AE278TX	R042AE278TX	R042XE278TX	No	2022-05-23
042A	R042AE278TX	R042AE278TX	R042XE278TX	Yes	2022-05-23
042A	R042AE278TX	R042AE278TX	R042AY278TX	No	2022-07-20
042A	R042AE278TX	R042AE278TX	R042AY278TX	Yes	2022-07-20
042A	R042AE279TX	R042AE279TX	R042XE279TX	No	2022-05-23
042A	R042AE279TX	R042AE279TX	R042XE279TX	Yes	2022-05-23
042A	R042AE279TX	R042AE279TX	R042AY279TX	No	2022-07-20
042A	R042AE279TX	R042AE279TX	R042AY279TX	Yes	2022-07-20
042A	R042AE281TX	R042AE281TX	R042XE281TX	No	2022-05-23
042A	R042AE281TX	R042AE281TX	R042XE281TX	Yes	2022-05-23
042A	R042AE281TX	R042AE281TX	R042AY281TX	No	2022-07-20
042A	R042AE281TX	R042AE281TX	R042AY281TX	Yes	2022-07-20
042A	R042AE283TX	R042AE283TX	R042XF283TX	No	2019-06-19
042A	R042AE283TX	R042AE283TX	DX042XE283	No	2019-06-19
042A	R042AE283TX	R042AE283TX	R042XF283TX	Yes	2019-06-19
042A	R042AE283TX	R042AE283TX	RX042XE283	No	2020-02-07
042A	R042AE283TX	R042AE283TX	RX042XE283	Yes	2020-02-07
042A	R042AE283TX	R042AE283TX	DX042X05X283	No	2020-02-07
042A	R042AE283TX	R042AE283TX	DX042X05X283	Yes	2020-02-07
042A	R042AE283TX	R042AE283TX	R042XE283TX	No	2022-05-23
042A	R042AE283TX	R042AE283TX	R042XE283TX	Yes	2022-05-23
042A	R042AE283TX	R042AE283TX	R042AY283TX	No	2022-07-20
042A	R042AE283TX	R042AE283TX	R042AY283TX	Yes	2022-07-20
042A	R042AE694TX	R042AE694TX	R042XE694TX	No	2022-05-23
042A	R042AE694TX	R042AE694TX	R042XE694TX	Yes	2022-05-23
042A	R042AE694TX	R042AE694TX	R042AY694TX	No	2022-07-20
042A	R042AE694TX	R042AE694TX	R042AY694TX	Yes	2022-07-20
042A	R042AE695TX	R042AE695TX	R042XE695TX	No	2022-05-23
042A	R042AE695TX	R042AE695TX	R042XE695TX	Yes	2022-05-23
042A	R042AE695TX	R042AE695TX	R042AY695TX	No	2022-07-20
042A	R042AE695TX	R042AE695TX	R042AY695TX	Yes	2022-07-20
042A	R042AE743TX	R042AE743TX	R042XE743TX	No	2022-05-23
042A	R042AE743TX	R042AE743TX	R042XE743TX	Yes	2022-05-23
042A	R042AE743TX	R042AE743TX	R042AY743TX	No	2022-07-20
042A	R042AE743TX	R042AE743TX	R042AY743TX	Yes	2022-07-20
042A	R042AE758TX	R042AE758TX	R042XE758TX	No	2022-05-23
042A	R042AE758TX	R042AE758TX	R042XE758TX	Yes	2022-05-23
042A	R042AE758TX	R042AE758TX	R042AY758TX	No	2022-07-20
042A	R042AE758TX	R042AE758TX	R042AY758TX	Yes	2022-07-20
042A	R042AE759TX	R042AE759TX	R042XE759TX	No	2022-05-23
042A	R042AE759TX	R042AE759TX	R042XE759TX	Yes	2022-05-23
042A	R042AE759TX	R042AE759TX	R042AY759TX	No	2022-07-20
042A	R042AE759TX	R042AE759TX	R042AY759TX	Yes	2022-07-20
042A	R042AE760TX	R042AE760TX	R042XE760TX	No	2022-05-23
042A	R042AE760TX	R042AE760TX	R042XE760TX	Yes	2022-05-23
042A	R042AE760TX	R042AE760TX	R042AY760TX	No	2022-07-20
042A	R042AE760TX	R042AE760TX	R042AY760TX	Yes	2022-07-20
042A	R042AE761TX	R042AE761TX	R042XE761TX	No	2022-05-23
042A	R042AE761TX	R042AE761TX	R042XE761TX	Yes	2022-05-23
042A	R042AE761TX	R042AE761TX	R042AY761TX	No	2022-07-20
042A	R042AE761TX	R042AE761TX	R042AY761TX	Yes	2022-07-20
042A	R042AE762TX	R042AE762TX	R042XE762TX	No	2022-05-23
042A	R042AE762TX	R042AE762TX	R042XE762TX	Yes	2022-05-23
042A	R042AE762TX	R042AE762TX	R042AY762TX	No	2022-07-20
042A	R042AE762TX	R042AE762TX	R042AY762TX	Yes	2022-07-20
042A	R042AF282TX	R042AF282TX	R042XF282TX	No	2022-05-23
042A	R042AF282TX	R042AF282TX	R042XF282TX	Yes	2022-05-23
042A	R042AF282TX	R042AF282TX	R042AY282TX	No	2022-07-20
042A	R042AF282TX	R042AF282TX	R042AY282TX	Yes	2022-07-20
042A	R042AF284TX	R042AF284TX	R042XF284TX	No	2022-05-23
042A	R042AF284TX	R042AF284TX	R042XF284TX	Yes	2022-05-23
042A	R042AF284TX	R042AF284TX	R042AY284TX	No	2022-07-20
042A	R042AF284TX	R042AF284TX	R042AY284TX	Yes	2022-07-20
042A	R042AF285TX	R042AF285TX	R042XF285TX	No	2022-05-23
042A	R042AF285TX	R042AF285TX	R042XF285TX	Yes	2022-05-23
042A	R042AF285TX	R042AF285TX	R042AY285TX	No	2022-07-20
042A	R042AF285TX	R042AF285TX	R042AY285TX	Yes	2022-07-20
042A	R042AF286TX	R042AF286TX	R042XF286TX	No	2022-05-23
042A	R042AF286TX	R042AF286TX	R042XF286TX	Yes	2022-05-23
042A	R042AF286TX	R042AF286TX	R042AY286TX	No	2022-07-20
042A	R042AF286TX	R042AF286TX	R042AY286TX	Yes	2022-07-20
042A	R042AY287TX	R042AY287TX	R042XF287TX	No	2022-05-23
042A	R042AY287TX	R042AY287TX	R042XF287TX	Yes	2022-05-23
042B	R042BB001NM	R042BB001NM	R042XB001NM	No	2022-05-23
042B	R042BB001NM	R042BB001NM	R042XB001NM	Yes	2022-05-23
042B	R042BB001NM	R042BB001NM	R042BY001NM	No	2022-07-18
042B	R042BB001NM	R042BB001NM	DX042B03C001	No	2022-07-20
042B	R042BB001NM	R042BB001NM	R042BY001NM	Yes	2022-07-20
042B	R042BB002NM	R042BB002NM	R042XB002NM	No	2022-05-23
042B	R042BB002NM	R042BB002NM	R042XB002NM	Yes	2022-05-23
042B	R042BB002NM	R042BB002NM	DX042B02C002	No	2022-07-18
042B	R042BB002NM	R042BB002NM	R042BY002NM	No	2022-07-18
042B	R042BB002NM	R042BB002NM	DX042B03C002	No	2022-07-25
042B	R042BB002NM	R042BB002NM	R042BY002NM	No	2022-07-25
042B	R042BB002NM	R042BB002NM	R042BY002NM	Yes	2022-07-25
042B	R042BB003NM	R042BB003NM	R042XB003NM	No	2022-05-23
042B	R042BB003NM	R042BB003NM	R042XB003NM	Yes	2022-05-23
042B	R042BB003NM	R042BB003NM	CX042B02C003	No	2022-07-18
042B	R042BB003NM	R042BB003NM	CX042B03C003	No	2022-07-18
042B	R042BB003NM	R042BB003NM	DX042B02C003	No	2022-07-18
042B	R042BB003NM	R042BB003NM	R042BY003NM	No	2022-07-18
042B	R042BB003NM	R042BB003NM	DX042B03C003	No	2022-07-25
042B	R042BB003NM	R042BB003NM	R042BY003NM	Yes	2022-07-25
042B	R042BB004NM	R042BB004NM	R042XB004NM	No	2022-05-23
042B	R042BB004NM	R042BB004NM	R042XB004NM	Yes	2022-05-23
042B	R042BB004NM	R042BB004NM	R042BY004NM	No	2022-07-18
042B	R042BB004NM	R042BB004NM	DX042B03C004	No	2022-07-20
042B	R042BB004NM	R042BB004NM	R042BY004NM	Yes	2022-07-20
042B	R042BB005NM	R042BB005NM	R042XB005NM	No	2022-05-23
042B	R042BB005NM	R042BB005NM	R042XB005NM	Yes	2022-05-23
042B	R042BB005NM	R042BB005NM	R042BY005NM	No	2022-07-18
042B	R042BB005NM	R042BB005NM	DX042B03C005	No	2022-07-25
042B	R042BB005NM	R042BB005NM	R042BY005NM	Yes	2022-07-25
042B	R042BB006NM	R042BB006NM	R042XB006NM	No	2022-05-23
042B	R042BB006NM	R042BB006NM	R042XB006NM	Yes	2022-05-23
042B	R042BB006NM	R042BB006NM	R042BY006NM	No	2022-07-18
042B	R042BB006NM	R042BB006NM	DX042B03C006	No	2022-07-25
042B	R042BB006NM	R042BB006NM	R042BY006NM	Yes	2022-07-25
042B	R042BB007NM	R042BB007NM	R042XB007NM	No	2022-05-23
042B	R042BB007NM	R042BB007NM	R042XB007NM	Yes	2022-05-23
042B	R042BB007NM	R042BB007NM	R042BY007NM	No	2022-07-18
